ID,DateTime,TagID_Hex,PRI,Notes,TagModel
1,3/11/24,758E,5,JF,SS400
2,3/11/24,74D7,5,JF,SS400
3,3/11/24,740A,5,JF,SS400
4,3/11/24,78DA,5,JF,SS400
5,3/11/24,7676,5,JF,SS400
6,3/11/24,72A5,5,JF,SS400
7,3/11/24,77D4,5,JF,SS400
8,3/11/24,E943,5,JF,22400
9,3/11/24,7856,5,JF,SS400
10,3/11/24,7523,5,JF,SS400
