ShipBox,ShipTray,ShipHole,FlatNum,ManufactureDate,HexCode,IdleCurrent,BatteryVoltage,OutputCurrent,Period_Nom,Length_mm,Width_mm,Height_mm,Weight_air_mg,FullID,Power_db,Customer_PO,Sales_Order_No,Project Name,Project Fund,Notes,Manufacturer,DecCode,Model,Serial No,UseType,Frequency_kHz,Period_Est,EstimatedLife,WarrantyLife,BatteryType,Cost,Date_Received,Agency,Owner
2047,1,146,5358,21-Nov-23,EEC5,0.000000428,3.19v,0.0000000533,5,14.2,3.2,3.2,205,G72EEC5FC,155,,,,,,,,,,,,,,,,,,,
2047,1,147,5348,21-Nov-23,E9A5,0.0000004507,3.19v,0.0000000527,5,14.2,3.2,3.2,203,G72E9A5F7,154,,,,,,,,,,,,,,,,,,,
2047,1,148,5358,21-Nov-23,EF55,0.0000004375,3.19v,0.0000000573,5,14.2,3.2,3.2,203,G72EF5529,156,,,,,,,,,,,,,,,,,,,
2047,1,149,5348,21-Nov-23,E9A8,0.000000504,3.19v,0.0000000573,5,14.2,3.2,3.2,204,G72E9A80A,153,,,,,,,,,,,,,,,,,,,
2047,1,150,5350,21-Nov-23,EA98,0.0000004678,3.19v,0.000000059,5,14.2,3.2,3.2,206,G72EA98E1,154,,,,,,,,,,,,,,,,,,,
2047,1,151,5349,21-Nov-23,EA43,0.0000004879,3.19v,0.0000000571,5,14.2,3.2,3.2,204,G72EA4396,153,,,,,,,,,,,,,,,,,,,
2047,1,152,5356,21-Nov-23,ED9B,0.0000004556,3.19v,0.0000000579,5,14.2,3.2,3.2,201,G72ED9B6D,153,,,,,,,,,,,,,,,,,,,
2047,1,153,5350,21-Nov-23,EAB0,0.0000004711,3.19v,0.0000000591,5,14.2,3.2,3.2,204,G72EAB000,155,,,,,,,,,,,,,,,,,,,
2047,1,154,5348,21-Nov-23,E9B6,0.0000004343,3.19v,0.0000000604,5,14.2,3.2,3.2,208,G72E9B688,156,,,,,,,,,,,,,,,,,,,
2047,1,155,5350,21-Nov-23,EA73,0.0000004782,3.19v,0.0000000596,5,14.2,3.2,3.2,201,G72EA7328,153,,,,,,,,,,,,,,,,,,,
2047,1,156,5347,21-Nov-23,E8BB,0.000000458,3.19v,0.0000000594,5,14.2,3.2,3.2,204,G72E8BBB1,155,,,,,,,,,,,,,,,,,,,
2047,1,157,5358,21-Nov-23,EF5A,0.0000005698,3.19v,0.0000000576,5,14.2,3.2,3.2,205,G72EF5A68,155,,,,,,,,,,,,,,,,,,,
2047,1,158,5357,21-Nov-23,EE95,0.0000005057,3.19v,0.0000000582,5,14.2,3.2,3.2,204,G72EE9527,156,,,,,,,,,,,,,,,,,,,
2047,1,159,5350,21-Nov-23,EAD0,0.0000004861,3.19v,0.0000000529,5,14.2,3.2,3.2,203,G72EAD065,155,,,,,,,,,,,,,,,,,,,
2047,1,160,5357,21-Nov-23,EE57,0.0000004419,3.19v,0.0000000578,5,14.2,3.2,3.2,207,G72EE5751,155,,,,,,,,,,,,,,,,,,,
2047,1,161,5358,21-Nov-23,EFD5,0.0000004614,3.19v,0.0000000564,5,14.2,3.2,3.2,200,G72EFD5A5,156,,,,,,,,,,,,,,,,,,,
2047,1,162,5348,21-Nov-23,EA09,0.0000004362,3.19v,0.0000000551,5,14.2,3.2,3.2,204,G72EA09AE,154,,,,,,,,,,,,,,,,,,,
2047,1,163,5346,21-Nov-23,E7A9,0.0000004566,3.19v,0.0000000618,5,14.2,3.2,3.2,201,G72E7A988,155,,,,,,,,,,,,,,,,,,,
2047,1,164,5356,21-Nov-23,ED99,0.0000004517,3.19v,0.0000000569,5,14.2,3.2,3.2,203,G72ED99D1,155,,,,,,,,,,,,,,,,,,,
2047,1,165,5357,21-Nov-23,EE9D,0.0000004267,3.19v,0.0000000581,5,14.2,3.2,3.2,206,G72EE9DE5,156,,,,,,,,,,,,,,,,,,,
2047,1,166,5347,21-Nov-23,E8D1,0.0000004191,3.19v,0.0000000565,5,14.2,3.2,3.2,206,G72E8D1AA,155,,,,,,,,,,,,,,,,,,,
2047,1,167,5346,21-Nov-23,72A3,0.0000004974,3.19v,0.0000000557,5,14.2,3.2,3.2,204,G7272A3CA,156,,,,,,,,,,,,,,,,,,,
2047,1,168,5348,21-Nov-23,E9B1,0.0000006243,3.19v,0.0000000595,5,14.2,3.2,3.2,207,G72E9B10B,156,,,,,,,,,,,,,,,,,,,
2047,1,169,5349,21-Nov-23,EA48,0.0000005282,3.19v,0.0000000624,5,14.2,3.2,3.2,207,G72EA48B6,156,,,,,,,,,,,,,,,,,,,
2047,1,170,5350,21-Nov-23,EAA0,0.0000004997,3.19v,0.0000000566,5,14.2,3.2,3.2,200,G72EAA09D,156,,,,,,,,,,,,,,,,,,,
2047,1,171,5347,21-Nov-23,E8CB,0.0000006184,3.19v,0.0000000595,5,14.2,3.2,3.2,207,G72E8CB49,157,,,,,,,,,,,,,,,,,,,
2047,1,172,5356,21-Nov-23,EDA9,0.0000004778,3.19v,0.0000000591,5,14.2,3.2,3.2,207,G72EDA96F,154,,,,,,,,,,,,,,,,,,,
2047,1,173,5348,21-Nov-23,E9BB,0.0000003971,3.19v,0.0000000572,5,14.2,3.2,3.2,209,G72E9BB75,156,,,,,,,,,,,,,,,,,,,
2047,1,174,5358,21-Nov-23,EF75,0.0000004783,3.19v,0.000000056,5,14.2,3.2,3.2,205,G72EF750A,154,,,,,,,,,,,,,,,,,,,
2047,1,175,5348,21-Nov-23,E994,0.0000004592,3.19v,0.0000000563,5,14.2,3.2,3.2,204,G72E99417,155,,,,,,,,,,,,,,,,,,,
2047,1,176,5350,21-Nov-23,EA8F,0.0000005728,3.19v,0.0000000621,5,14.2,3.2,3.2,206,G72EA8FFF,157,,,,,,,,,,,,,,,,,,,
2047,1,177,5348,21-Nov-23,E9D1,0.0000004986,3.19v,0.0000000551,5,14.2,3.2,3.2,205,G72E9D16E,156,,,,,,,,,,,,,,,,,,,
2047,1,178,5358,21-Nov-23,EF52,0.0000006634,3.19v,0.0000000553,5,14.2,3.2,3.2,206,G72EF52AA,155,,,,,,,,,,,,,,,,,,,
2047,1,179,5349,21-Nov-23,EA22,0.0000004462,3.19v,0.0000000541,5,14.2,3.2,3.2,208,G72EA22AD,155,,,,,,,,,,,,,,,,,,,
2047,1,180,5347,21-Nov-23,E935,0.0000004634,3.19v,0.0000000548,5,14.2,3.2,3.2,202,G72E935E6,154,,,,,,,,,,,,,,,,,,,
2047,1,181,5346,21-Nov-23,7298,0.0000004607,3.19v,0.0000000553,5,14.2,3.2,3.2,203,G72729854,153,,,,,,,,,,,,,,,,,,,
2047,1,182,5357,21-Nov-23,EE9A,0.0000004313,3.19v,0.000000059,5,14.2,3.2,3.2,204,G72EE9A66,155,,,,,,,,,,,,,,,,,,,
2047,1,183,5358,21-Nov-23,EEB6,0.0000004726,3.19v,0.0000000541,5,14.2,3.2,3.2,207,G72EEB6E6,153,,,,,,,,,,,,,,,,,,,
2047,1,184,5347,21-Nov-23,E8C9,0.0000004418,3.19v,0.0000000581,5,14.2,3.2,3.2,207,G72E8C9F5,155,,,,,,,,,,,,,,,,,,,
2047,1,185,5346,21-Nov-23,E7D5,0.0000004191,3.19v,0.0000000573,5,14.2,3.2,3.2,206,G72E7D5D3,155,,,,,,,,,,,,,,,,,,,
2047,1,186,5348,21-Nov-23,EA19,0.0000005865,3.19v,0.0000000565,5,14.2,3.2,3.2,204,G72EA1933,156,,,,,,,,,,,,,,,,,,,
2047,1,187,5356,21-Nov-23,ED92,0.00000046,3.19v,0.0000000597,5,14.2,3.2,3.2,205,G72ED92F1,155,,,,,,,,,,,,,,,,,,,
2047,1,188,5346,21-Nov-23,728E,0.0000004309,3.19v,0.0000000529,5,14.2,3.2,3.2,204,G72728E14,155,,,,,,,,,,,,,,,,,,,
2047,1,189,5356,21-Nov-23,ED65,0.0000004307,3.19v,0.0000000546,5,14.2,3.2,3.2,206,G72ED6506,155,,,,,,,,,,,,,,,,,,,
2047,1,190,5346,21-Nov-23,E8AC,0.0000004761,3.19v,0.0000000564,5,14.2,3.2,3.2,201,G72E8ACAF,155,,,,,,,,,,,,,,,,,,,
2047,1,191,5356,21-Nov-23,EDD6,0.0000004382,3.19v,0.0000000593,5,14.2,3.2,3.2,206,G72EDD6D6,153,,,,,,,,,,,,,,,,,,,
2047,1,192,5358,21-Nov-23,EF29,0.0000004327,3.19v,0.0000000508,5,14.2,3.2,3.2,205,G72EF2972,155,,,,,,,,,,,,,,,,,,,
2047,1,193,5349,21-Nov-23,EA51,0.0000004386,3.19v,0.0000000601,5,14.2,3.2,3.2,209,G72EA51B7,155,,,,,,,,,,,,,,,,,,,
2047,1,194,5350,21-Nov-23,EA6F,0.0000004857,3.19v,0.0000000578,5,14.2,3.2,3.2,202,G72EA6F16,153,,,,,,,,,,,,,,,,,,,
2047,1,195,5358,21-Nov-23,EFA9,0.0000004658,3.19v,0.0000000601,5,14.2,3.2,3.2,206,G72EFA9FE,155,,,,,,,,,,,,,,,,,,,
2047,1,196,5349,21-Nov-23,EA3A,0.0000004471,3.19v,0.0000000566,5,14.2,3.2,3.2,203,G72EA3AF2,155,,,,,,,,,,,,,,,,,,,
2047,1,197,5358,21-Nov-23,F0AD,0.0000004684,3.19v,0.0000000572,5,14.2,3.2,3.2,204,G72F0AD6B,154,,,,,,,,,,,,,,,,,,,
2047,1,198,5348,21-Nov-23,E96E,0.0000004937,3.19v,0.0000000543,5,14.2,3.2,3.2,202,G72E96E1D,155,,,,,,,,,,,,,,,,,,,
2047,1,199,5357,21-Nov-23,EEA3,0.000000487,3.19v,0.0000000602,5,14.2,3.2,3.2,208,G72EEA344,154,,,,,,,,,,,,,,,,,,,
2047,1,200,5346,21-Nov-23,E892,0.0000004516,3.19v,0.0000000608,5,14.2,3.2,3.2,199,G72E8920E,154,,,,,,,,,,,,,,,,,,,
2047,1,201,5346,21-Nov-23,E84B,0.0000004462,3.19v,0.0000000565,5,14.2,3.2,3.2,202,G72E84BC5,154,,,,,,,,,,,,,,,,,,,
2047,1,202,5358,21-Nov-23,F0AB,0.0000004287,3.19v,0.0000000578,5,14.2,3.2,3.2,204,G72F0ABB6,155,,,,,,,,,,,,,,,,,,,
2047,1,203,5348,21-Nov-23,E9A2,0.0000004183,3.19v,0.0000000593,5,14.2,3.2,3.2,206,G72E9A274,155,,,,,,,,,,,,,,,,,,,
2047,1,204,5350,21-Nov-23,EA8C,0.0000004402,3.19v,0.000000058,5,14.2,3.2,3.2,204,G72EA8C1D,156,,,,,,,,,,,,,,,,,,,
2047,1,205,5348,21-Nov-23,E9A3,0.0000004511,3.19v,0.0000000565,5,14.2,3.2,3.2,206,G72E9A32A,155,,,,,,,,,,,,,,,,,,,
2047,1,206,5348,21-Nov-23,EA11,0.0000004482,3.19v,0.0000000534,5,14.2,3.2,3.2,201,G72EA11F1,155,,,,,,,,,,,,,,,,,,,
2047,1,207,5349,21-Nov-23,EA4D,0.0000004771,3.19v,0.0000000585,5,14.2,3.2,3.2,205,G72EA4D89,154,,,,,,,,,,,,,,,,,,,
2047,1,208,5356,21-Nov-23,EDBB,0.0000004091,3.19v,0.0000000564,5,14.2,3.2,3.2,206,G72EDBB4E,156,,,,,,,,,,,,,,,,,,,
2047,1,209,5348,21-Nov-23,E996,0.0000004253,3.19v,0.0000000566,5,14.2,3.2,3.2,205,G72E996AB,155,,,,,,,,,,,,,,,,,,,
2047,1,210,5346,21-Nov-23,E8A6,0.0000004294,3.19v,0.0000000575,5,14.2,3.2,3.2,201,G72E8A6D1,155,,,,,,,,,,,,,,,,,,,
2047,1,211,5346,21-Nov-23,7286,0.0000004476,3.19v,0.0000000535,5,14.2,3.2,3.2,203,G727286D6,155,,,,,,,,,,,,,,,,,,,
2047,1,212,5358,21-Nov-23,EED7,0.0000004157,3.19v,0.0000000515,5,14.2,3.2,3.2,203,G72EED7DD,153,,,,,,,,,,,,,,,,,,,
2047,1,213,5349,21-Nov-23,EA1D,0.0000004922,3.19v,0.0000000567,5,14.2,3.2,3.2,200,G72EA1D52,157,,,,,,,,,,,,,,,,,,,
2047,1,214,5347,21-Nov-23,E8D9,0.0000004544,3.19v,0.0000000597,5,14.2,3.2,3.2,208,G72E8D968,155,,,,,,,,,,,,,,,,,,,
2047,1,215,5346,21-Nov-23,E88B,0.0000005143,3.19v,0.0000000602,5,14.2,3.2,3.2,204,G72E88B0F,155,,,,,,,,,,,,,,,,,,,
2047,1,216,5348,21-Nov-23,EA17,0.0000004819,3.19v,0.0000000563,5,14.2,3.2,3.2,205,G72EA172C,154,,,,,,,,,,,,,,,,,,,
2047,1,217,5347,21-Nov-23,E8BA,0.0000004645,3.19v,0.0000000602,5,14.2,3.2,3.2,203,G72E8BAEF,156,,,,,,,,,,,,,,,,,,,
2047,1,218,5347,21-Nov-23,E963,0.0000004489,3.19v,0.0000000523,5,14.2,3.2,3.2,207,G72E963E0,153,,,,,,,,,,,,,,,,,,,
2047,1,219,5346,21-Nov-23,E896,0.0000004578,3.19v,0.0000000584,5,14.2,3.2,3.2,203,G72E8966F,154,,,,,,,,,,,,,,,,,,,
2047,1,220,5347,21-Nov-23,E915,0.0000004666,3.19v,0.0000000599,5,14.2,3.2,3.2,206,G72E915C5,153,,,,,,,,,,,,,,,,,,,
2047,1,221,5358,21-Nov-23,EED2,0.0000004563,3.19v,0.0000000519,5,14.2,3.2,3.2,205,G72EED2E2,155,,,,,,,,,,,,,,,,,,,
2047,1,222,5357,21-Nov-23,EEA4,0.0000004923,3.19v,0.0000000592,5,14.2,3.2,3.2,204,G72EEA4C7,156,,,,,,,,,,,,,,,,,,,
2047,1,223,5346,21-Nov-23,E893,0.0000004531,3.19v,0.0000000586,5,14.2,3.2,3.2,207,G72E89350,155,,,,,,,,,,,,,,,,,,,
2047,1,224,5350,21-Nov-23,EA83,0.0000005572,3.19v,0.0000000596,5,14.2,3.2,3.2,205,G72EA835C,153,,,,,,,,,,,,,,,,,,,
2047,1,225,5348,21-Nov-23,E9AD,0.0000004322,3.19v,0.0000000581,5,14.2,3.2,3.2,204,G72E9AD35,155,,,,,,,,,,,,,,,,,,,
2047,2,1,5346,21-Nov-23,E8AA,0.0000004403,3.19v,0.0000000561,5,14.2,3.2,3.2,206,G72E8AA72,156,,,,,,,,,,,,,,,,,,,
2047,2,2,5357,21-Nov-23,EE94,0.0000004491,3.19v,0.0000000568,5,14.2,3.2,3.2,206,G72EE9479,155,,,,,,,,,,,,,,,,,,,
2047,2,3,5357,21-Nov-23,EEAB,0.0000007288,3.19v,0.0000000561,5,14.2,3.2,3.2,206,G72EEAB86,156,,,,,,,,,,,,,,,,,,,
2047,2,4,5350,21-Nov-23,EA6B,0.0000004624,3.19v,0.0000000647,5,14.2,3.2,3.2,201,G72EA6B77,156,,,,,,,,,,,,,,,,,,,
2047,2,5,5356,21-Nov-23,ED67,0.0000004288,3.19v,0.0000000556,5,14.2,3.2,3.2,207,G72ED67BA,154,,,,,,,,,,,,,,,,,,,
2047,2,6,5356,21-Nov-23,EDA2,0.0000004598,3.19v,0.0000000609,5,14.2,3.2,3.2,207,G72EDA24F,153,,,,,,,,,,,,,,,,,,,
2047,2,7,5349,21-Nov-23,EA21,0.0000004526,3.19v,0.0000000561,5,14.2,3.2,3.2,206,G72EA214F,156,,,,,,,,,,,,,,,,,,,
2047,2,8,5356,21-Nov-23,ED66,0.0000004124,3.19v,0.0000000537,5,14.2,3.2,3.2,209,G72ED66E4,155,,,,,,,,,,,,,,,,,,,
2047,2,9,5349,21-Nov-23,EA24,0.00000045,3.19v,0.0000000563,5,14.2,3.2,3.2,207,G72EA2470,156,,,,,,,,,,,,,,,,,,,
2047,2,10,5349,21-Nov-23,EA4F,0.000000507,3.19v,0.0000000604,5,14.2,3.2,3.2,204,G72EA4F35,156,,,,,,,,,,,,,,,,,,,
2047,2,11,5350,21-Nov-23,EA90,0.0000004645,3.19v,0.0000000581,5,14.2,3.2,3.2,204,G72EA9023,155,,,,,,,,,,,,,,,,,,,
2047,2,12,5357,21-Nov-23,EE59,0.0000004189,3.19v,0.0000000559,5,14.2,3.2,3.2,205,G72EE594E,155,,,,,,,,,,,,,,,,,,,
2047,2,13,5356,21-Nov-23,EDA4,0.0000004835,3.19v,0.0000000603,5,14.2,3.2,3.2,204,G72EDA492,156,,,,,,,,,,,,,,,,,,,
2047,2,14,5357,21-Nov-23,EEA7,0.0000004481,3.19v,0.0000000565,5,14.2,3.2,3.2,203,G72EEA725,157,,,,,,,,,,,,,,,,,,,
2047,2,15,5347,21-Nov-23,E91B,0.0000005126,3.19v,0.0000000533,5,14.2,3.2,3.2,204,G72E91BDA,154,,,,,,,,,,,,,,,,,,,
2047,2,16,5347,21-Nov-23,E95C,0.0000004475,3.19v,0.0000000528,5,14.2,3.2,3.2,207,G72E95C1F,156,,,,,,,,,,,,,,,,,,,
2047,2,17,5347,21-Nov-23,E8B2,0.000000429,3.19v,0.000000058,5,14.2,3.2,3.2,204,G72E8B22D,155,,,,,,,,,,,,,,,,,,,
2047,2,18,5350,21-Nov-23,EAB7,0.0000005082,3.19v,0.0000000577,5,14.2,3.2,3.2,203,G72EAB783,156,,,,,,,,,,,,,,,,,,,
2047,2,19,5348,21-Nov-23,E968,0.0000004375,3.19v,0.0000000545,5,14.2,3.2,3.2,206,G72E968C0,157,,,,,,,,,,,,,,,,,,,
2047,2,20,5348,21-Nov-23,EA0A,0.0000004779,3.19v,0.0000000543,5,14.2,3.2,3.2,205,G72EA0A4C,156,,,,,,,,,,,,,,,,,,,
2047,2,21,5356,21-Nov-23,ED57,0.000000446,3.19v,0.0000000553,5,14.2,3.2,3.2,204,G72ED5704,154,,,,,,,,,,,,,,,,,,,
2047,2,22,5348,21-Nov-23,E9AC,0.0000005631,3.19v,0.0000000553,5,14.2,3.2,3.2,204,G72E9AC6B,156,,,,,,,,,,,,,,,,,,,
2047,2,23,5349,21-Nov-23,EA39,0.0000005355,3.19v,0.0000000569,5,14.2,3.2,3.2,205,G72EA3910,154,,,,,,,,,,,,,,,,,,,
2047,2,24,5350,21-Nov-23,EA81,0.0000004783,3.19v,0.00000006,5,14.2,3.2,3.2,204,G72EA81E0,155,,,,,,,,,,,,,,,,,,,
2047,2,25,5349,21-Nov-23,EA3D,0.00000053,3.19v,0.0000000596,5,14.2,3.2,3.2,208,G72EA3D71,156,,,,,,,,,,,,,,,,,,,
2047,2,26,5349,21-Nov-23,EA2D,0.0000004961,3.19v,0.0000000551,5,14.2,3.2,3.2,208,G72EA2DEC,155,,,,,,,,,,,,,,,,,,,
2047,2,27,5350,21-Nov-23,EA8E,0.0000004941,3.19v,0.0000000575,5,14.2,3.2,3.2,202,G72EA8EA1,155,,,,,,,,,,,,,,,,,,,
2047,2,28,5347,21-Nov-23,E8D4,0.0000004612,3.19v,0.0000000577,5,14.2,3.2,3.2,204,G72E8D495,154,,,,,,,,,,,,,,,,,,,
2047,2,29,5358,21-Nov-23,F125,0.0000006448,3.19v,0.0000000573,5,14.2,3.2,3.2,206,G72F125E1,156,,,,,,,,,,,,,,,,,,,
2047,2,30,5357,21-Nov-23,EEA8,0.0000004418,3.19v,0.0000000562,5,14.2,3.2,3.2,208,G72EEA864,156,,,,,,,,,,,,,,,,,,,
2047,2,31,5357,21-Nov-23,EE15,0.0000008934,3.19v,0.0000000537,5,14.2,3.2,3.2,204,G72EE15AB,155,,,,,,,,,,,,,,,,,,,
2047,2,32,5357,21-Nov-23,EEAD,0.0000004348,3.19v,0.0000000573,5,14.2,3.2,3.2,206,G72EEAD5B,155,,,,,,,,,,,,,,,,,,,
2047,2,33,5346,21-Nov-23,7294,0.0000004568,3.19v,0.000000053,5,14.2,3.2,3.2,201,G727294F7,156,,,,,,,,,,,,,,,,,,,
2047,2,34,5356,21-Nov-23,EDD1,0.0000005962,3.19v,0.000000061,5,14.2,3.2,3.2,204,G72EDD155,156,,,,,,,,,,,,,,,,,,,
2047,2,35,5346,21-Nov-23,7266,0.0000004223,3.19v,0.0000000532,5,14.2,3.2,3.2,206,G7272663F,155,,,,,,,,,,,,,,,,,,,
2047,2,36,5350,21-Nov-23,EA67,0.0000004637,3.19v,0.0000000594,5,14.2,3.2,3.2,204,G72EA67D4,153,,,,,,,,,,,,,,,,,,,
2047,2,37,5346,21-Nov-23,7288,0.0000004878,3.19v,0.0000000534,5,14.2,3.2,3.2,200,G727288C9,155,,,,,,,,,,,,,,,,,,,
2047,2,38,5349,21-Nov-23,EA44,0.0000005449,3.19v,0.0000000609,5,14.2,3.2,3.2,209,G72EA4415,153,,,,,,,,,,,,,,,,,,,
2047,2,39,5349,21-Nov-23,EA28,0.0000004344,3.19v,0.0000000575,5,14.2,3.2,3.2,208,G72EA28D3,154,,,,,,,,,,,,,,,,,,,
2047,2,40,5350,21-Nov-23,EAA3,0.0000004541,3.19v,0.0000000559,5,14.2,3.2,3.2,203,G72EAA37F,155,,,,,,,,,,,,,,,,,,,
2047,2,41,5357,21-Nov-23,EE25,0.000000532,3.19v,0.000000056,5,14.2,3.2,3.2,205,G72EE2515,153,,,,,,,,,,,,,,,,,,,
2047,2,42,5358,21-Nov-23,EF4A,0.0000006158,3.19v,0.0000000537,5,14.2,3.2,3.2,201,G72EF4AF5,155,,,,,,,,,,,,,,,,,,,
2047,2,43,5348,22-Nov-23,E99D,0.0000004547,3.19v,0.000000055,5,14.2,3.2,3.2,203,G72E99D8B,154,,,,,,,,,,,,,,,,,,,
2047,2,44,5348,22-Nov-23,E9AB,0.0000004625,3.19v,0.0000000565,5,14.2,3.2,3.2,206,G72E9ABE8,154,,,,,,,,,,,,,,,,,,,
2047,2,45,5358,22-Nov-23,EED4,0.0000004287,3.19v,0.0000000517,5,14.2,3.2,3.2,202,G72EED43F,154,,,,,,,,,,,,,,,,,,,
2047,2,46,5348,22-Nov-23,E9ED,0.0000004686,3.19v,0.0000000559,5,14.2,3.2,3.2,205,G72E9ED73,154,,,,,,,,,,,,,,,,,,,
2047,2,47,5348,22-Nov-23,E989,0.0000004173,3.19v,0.0000000551,5,14.2,3.2,3.2,208,G72E98977,156,,,,,,,,,,,,,,,,,,,
2047,2,48,5358,22-Nov-23,EEED,0.0000004289,3.19v,0.0000000515,5,14.2,3.2,3.2,203,G72EEED1D,154,,,,,,,,,,,,,,,,,,,
2047,2,49,5357,22-Nov-23,EE29,0.0000008468,3.19v,0.0000000559,5,14.2,3.2,3.2,206,G72EE29B6,155,,,,,,,,,,,,,,,,,,,
2047,2,50,5350,22-Nov-23,EAB9,0.0000004584,3.19v,0.0000000559,5,14.2,3.2,3.2,200,G72EAB99C,155,,,,,,,,,,,,,,,,,,,
2047,2,51,5356,22-Nov-23,EDCA,0.000000468,3.19v,0.0000000568,5,14.2,3.2,3.2,206,G72EDCAE8,153,,,,,,,,,,,,,,,,,,,
2047,2,52,5347,22-Nov-23,E94A,0.000000418,3.19v,0.0000000501,5,14.2,3.2,3.2,204,G72E94A5F,156,,,,,,,,,,,,,,,,,,,
2047,2,53,5348,22-Nov-23,E97D,0.0000004332,3.19v,0.0000000561,5,14.2,3.2,3.2,206,G72E97D62,154,,,,,,,,,,,,,,,,,,,
2047,2,54,5356,22-Nov-23,EDB1,0.0000004668,3.19v,0.0000000579,5,14.2,3.2,3.2,205,G72EDB130,156,,,,,,,,,,,,,,,,,,,
2047,2,55,5357,22-Nov-23,EE99,0.0000004666,3.19v,0.0000000568,5,14.2,3.2,3.2,207,G72EE9984,155,,,,,,,,,,,,,,,,,,,
2047,2,56,5349,22-Nov-23,EA64,0.0000004877,3.19v,0.0000000625,5,14.2,3.2,3.2,201,G72EA6436,156,,,,,,,,,,,,,,,,,,,
2047,2,57,5356,22-Nov-23,ED5E,0.0000004406,3.19v,0.0000000551,5,14.2,3.2,3.2,205,G72ED5E98,155,,,,,,,,,,,,,,,,,,,
2047,2,58,5349,22-Nov-23,EA45,0.0000005751,3.19v,0.0000000603,5,14.2,3.2,3.2,204,G72EA454B,155,,,,,,,,,,,,,,,,,,,
2047,2,59,5350,22-Nov-23,EACC,0.0000005221,3.19v,0.000000055,5,14.2,3.2,3.2,207,G72EACC5B,154,,,,,,,,,,,,,,,,,,,
2047,2,60,5350,22-Nov-23,EA6D,0.0000004496,3.19v,0.0000000594,5,14.2,3.2,3.2,206,G72EA6DAA,155,,,,,,,,,,,,,,,,,,,
2047,2,61,5358,22-Nov-23,EF5B,0.0000006198,3.19v,0.0000000564,5,14.2,3.2,3.2,204,G72EF5B36,154,,,,,,,,,,,,,,,,,,,
2047,2,62,5346,22-Nov-23,E76D,0.0000004595,3.19v,0.0000000556,5,14.2,3.2,3.2,206,G72E76D23,156,,,,,,,,,,,,,,,,,,,
2047,2,63,5355,22-Nov-23,ECD1,0.000000444,3.19v,0.0000000598,5,14.2,3.2,3.2,205,G72ECD191,154,,,,,,,,,,,,,,,,,,,
2047,2,64,5354,22-Nov-23,EC56,0.0000004551,3.19v,0.0000000566,5,14.2,3.2,3.2,205,G72EC569E,153,,,,,,,,,,,,,,,,,,,
2047,2,65,5352,22-Nov-23,EB6D,0.0000004762,3.19v,0.0000000584,5,14.2,3.2,3.2,209,G72EB6D6E,153,,,,,,,,,,,,,,,,,,,
2047,2,66,5351,22-Nov-23,EAF3,0.0000004459,3.19v,0.0000000573,5,14.2,3.2,3.2,206,G72EAF3A4,156,,,,,,,,,,,,,,,,,,,
2047,2,67,5355,22-Nov-23,ECD9,0.0000004808,3.19v,0.0000000574,5,14.2,3.2,3.2,209,G72ECD953,155,,,,,,,,,,,,,,,,,,,
2047,2,68,5353,22-Nov-23,EBA7,0.000000468,3.19v,0.0000000561,5,14.2,3.2,3.2,208,G72EBA7DA,153,,,,,,,,,,,,,,,,,,,
2047,2,69,5355,22-Nov-23,ED0A,0.000000457,3.19v,0.0000000589,5,14.2,3.2,3.2,202,G72ED0A22,156,,,,,,,,,,,,,,,,,,,
2047,2,70,5351,22-Nov-23,EB0B,0.0000004497,3.19v,0.0000000596,5,14.2,3.2,3.2,206,G72EB0BD6,156,,,,,,,,,,,,,,,,,,,
2047,2,71,5355,22-Nov-23,ECC9,0.0000004239,3.19v,0.0000000586,5,14.2,3.2,3.2,206,G72ECC9CE,155,,,,,,,,,,,,,,,,,,,
2047,2,72,5352,22-Nov-23,EB67,0.0000005448,3.19v,0.0000000589,5,14.2,3.2,3.2,203,G72EB6710,156,,,,,,,,,,,,,,,,,,,
2047,2,73,5352,22-Nov-23,EB63,0.0000004732,3.19v,0.0000000583,5,14.2,3.2,3.2,204,G72EB6371,154,,,,,,,,,,,,,,,,,,,
2047,2,74,5354,22-Nov-23,EC4D,0.0000004536,3.19v,0.0000000566,5,14.2,3.2,3.2,204,G72EC4D23,156,,,,,,,,,,,,,,,,,,,
2047,2,75,5351,22-Nov-23,EAE7,0.0000004347,3.19v,0.0000000596,5,14.2,3.2,3.2,210,G72EAE758,156,,,,,,,,,,,,,,,,,,,
2047,2,76,5353,22-Nov-23,EB93,0.0000004527,3.19v,0.000000058,5,14.2,3.2,3.2,206,G72EB9305,154,,,,,,,,,,,,,,,,,,,
2047,2,77,5354,22-Nov-23,ECAF,0.0000004972,3.19v,0.000000057,5,14.2,3.2,3.2,208,G72ECAF76,156,,,,,,,,,,,,,,,,,,,
2047,2,78,5353,22-Nov-23,EBBA,0.0000004376,3.19v,0.0000000543,5,14.2,3.2,3.2,205,G72EBBABA,155,,,,,,,,,,,,,,,,,,,
2047,2,79,5353,22-Nov-23,EBCB,0.0000005099,3.19v,0.0000000524,5,14.2,3.2,3.2,202,G72EBCB1C,154,,,,,,,,,,,,,,,,,,,
2047,2,80,5353,22-Nov-23,EBA8,0.0000004482,3.19v,0.0000000561,5,14.2,3.2,3.2,204,G72EBA89B,154,,,,,,,,,,,,,,,,,,,
