date,time,tag ID,PRI_seconds,started by
12/6/23,9:54,EAE9,5,BL
12/6/23,9:55,EAE3,5,BL
12/6/23,9:58,EB51,5,BL
12/6/23,10:01,ED57,5,BL
12/6/23,10:03,EB7D,5,BL
12/6/23,10:05,ECD1,5,BL
12/6/23,10:05,EB5E,5,BL
12/6/23,10:17,ED37,5,BL
12/6/23,10:19,ED5E,5,BL
12/6/23,10:20,EBBB,5,BL
