AutoNum,TagID_Hex,Time_in_ana,Time_out_anac,Weight,Length,Scales,Fins,Eyes,Ad_Clip,Time_out_surgery,Bleeding,Time_recovered,Surgeon,Data_Rec,Rel_group,HT_Temp,HT_DO,SB_Temp,SB_DO,Notes,DateTagged,Tag_Start_Date,FishID,TagID_Decimal,Fish_Type,CommonName,SpeciesName,Origin,StudyID,days_starved,Raceway,Length_Type,Knockout_conc,SurBath_conc,DNA,Tag_placement,Num_sutures,Suture_knot,SutureID,Tag_Weight,Sex,Life_Stage,Rel_loc,Rel_Lat,Rel_Lon,Rel_rkm,Rel_datetime,Tag_status_at_Rel,Last_detect_ref_rec,Manufacturer,TagModel,TagSN,PRI_nominal,PRI_estimate,WarrantyLife,CWT_code,PIT_code,Release Notes,TimeStamp
379,ADAD,1/0/00,1/0/00,149.14,254,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-260,44461,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,SS400,,5,5,159,,900067000206294,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
380,ADAA,1/0/00,1/0/00,116.91,228,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-261,44458,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,SS400,,5,5,159,,900067000205927,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
381,AE69,1/0/00,1/0/00,68.1,184,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-262,44649,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,SS400,,5,5,159,,900 067000206196,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
382,5738,1/0/00,1/0/00,114.1,235,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-263,22328,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,SS400,,5,5,159,,900 067000206205,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
383,575E,1/0/00,1/0/00,180.05,255,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-264,22366,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,SS400,,5,5,159,,900067000205919,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
384,571E,1/0/00,1/0/00,86.28,209,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-265,22302,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,SS400,,5,5,159,,900067000206231,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
385,AE5C,1/0/00,1/0/00,128.13,235,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-266,44636,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,SS400,,5,5,159,,900067000206183,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
386,ADBE,1/0/00,1/0/00,89.88,222,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-267,44478,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,SS400,,5,5,159,,900067000206101,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
387,AE62,1/0/00,1/0/00,81.8,206,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-268,44642,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,SS400,,5,5,159,,900 067000206182,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
388,1250,1/0/00,1/0/00,113.1,221,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,NEW DRUGS,3/20/24,3/20/24,SJSH2024-269,4688,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900067000206010,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
389,1248,1/0/00,1/0/00,155.1,245,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-270,4680,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900 067000205937,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
390,1244,1/0/00,1/0/00,173.5,248,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-271,4676,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900 067000206075,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
391,1246,1/0/00,1/0/00,42.79,163,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-272,4678,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900067000206244,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
392,1240,1/0/00,1/0/00,109.4,213,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-273,4672,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900 067000206099,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
486,AD4F,1/0/00,1/0/00,89.7,219,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,HOR_20240322,11.4,11.21,11.8,10.77,,3/21/24,3/21/24,SJSH2024-342,44367,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,Head_of_Old_River_Rel,37.807889,-121.329472,156,3/22/24,On,,ATS,SS400,,5,5,159,,900 067000205986,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/21/24
487,ADEC,1/0/00,1/0/00,126.5,231,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,HOR_20240322,11.4,11.21,11.8,10.77,,3/21/24,3/21/24,SJSH2024-343,44524,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,Head_of_Old_River_Rel,37.807889,-121.329472,156,3/22/24,On,,ATS,SS400,,5,5,159,,900 067000206274,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/21/24
405,1242,1/0/00,1/0/00,165.28,263,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-274,4674,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900067000206000,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
406,1236,1/0/00,1/0/00,113.7,219,G,G,G,Y,1/0/00,1,1/0/00,BPB,CL,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-275,4662,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900 067000205901,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
407,1238,1/0/00,1/0/00,65.66,187,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-276,4664,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900067000206107,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
408,1270,1/0/00,1/0/00,145.99,240,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-277,4720,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900067000206372,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
488,AE6C,1/0/00,1/0/00,111.15,225,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,HOR_20240322,11.4,11.21,11.8,10.77,,3/21/24,3/21/24,SJSH2024-344,44652,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,Head_of_Old_River_Rel,37.807889,-121.329472,156,3/22/24,On,,ATS,SS400,,5,5,159,,900067000205969,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/21/24
489,AE53,1/0/00,1/0/00,137.82,245,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,HOR_20240322,11.4,11.21,11.8,10.77,,3/21/24,3/21/24,SJSH2024-345,44627,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,Head_of_Old_River_Rel,37.807889,-121.329472,156,3/22/24,On,,ATS,SS400,,5,5,159,,900067000206034,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/21/24
490,575F,1/0/00,1/0/00,85.45,204,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,HOR_20240322,11.4,11.21,11.8,10.77,,3/21/24,3/21/24,SJSH2024-346,22367,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,Head_of_Old_River_Rel,37.807889,-121.329472,156,3/22/24,On,,ATS,SS400,,5,5,159,,900067000206200,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/21/24
409,1268,1/0/00,1/0/00,161.7,259,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-278,4712,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900 067000206201,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
410,1266,1/0/00,1/0/00,53.86,182,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-279,4710,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900067000206229,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
411,1264,1/0/00,1/0/00,114.6,222,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-280,4708,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900 067000206008,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
412,1262,1/0/00,1/0/00,137.5,234,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-281,4706,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900067000206096,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
413,1260,1/0/00,1/0/00,140.1,239,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.4,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-282,4704,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900 067000206159,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
414,1258,1/0/00,1/0/00,95.8,213,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.6,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-283,4696,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900067000205965,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
415,1256,1/0/00,1/0/00,183,251,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.6,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-284,4694,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900 067000205920,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
416,1254,1/0/00,1/0/00,125.02,238,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.6,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-285,4692,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900067000206022,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
417,1288,1/0/00,1/0/00,119,221,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.6,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-286,4744,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900 067000206207,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
418,1286,1/0/00,1/0/00,130.2,228,G,G,G,Y,1/0/00,0,1/0/00,BPB,CL,DF_20240321,11.6,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-287,4742,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900 067000205909,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
419,1284,1/0/00,1/0/00,73.58,195,G,G,G,Y,1/0/00,0,1/0/00,BL,JF,DF_20240321,11.6,10.82,11.8,10.77,,3/20/24,3/20/24,SJSH2024-288,4740,Mokelumne_Steelhead,Steelhead,Onchorynchus mykiss,Hatchery,SJ_Steelhead_2024,,R,FL,80,30,N,TP,2,1X3,PDO 4-0,1,I,yearling,DurhamFerry_Rel,37.687803,-121.262194,183.58,3/21/24,On,,ATS,PDAT,,5,5,159,,900067000206305,"Fish transported from Mokelumne River hatchery to release locations in coolers with aerators. No more than 13 fish per cooler, drive time approximately 1 hour to each release site. No tempering needed at release site, fish released into San Joaquin River at Durham Ferry at least 1 hour after crepuscular period. Head of Old River and Dos Reis release groups released near high tide so that following water movement will push the fish downstream.",3/20/24
